0.08787752	0.04938969	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677	0.011060677


food 	 is 	 always 	 fresh 	 and 	 hot 	 - 	 ready 	 to 	 eat 	 ! 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
food 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 2	

0.022461746	0.043674525	0.072152294	0.10357165	0.018387442	0.061420616	0.014037287	0.038604874	0.014225744	0.025600601	0.020960223	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002	0.008187002
0.038731396	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957	0.012167957


did 	 i 	 mention 	 that 	 the 	 coffee 	 is 	 outstanding 	 ? 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
coffee 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 2	

0.021615004	0.020575514	0.03518728	0.032649856	0.025754469	0.02015993	0.039751526	0.24103267	0.02777243	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273	0.007542273
0.09080554	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792	0.011508792


certainly 	 not 	 the 	 best 	 sushi 	 in 	 new 	 york 	 , 	 however 	 , 	 it 	 is 	 always 	 fresh 	 , 	 and 	 the 	 place 	 is 	 very 	 clean 	 , 	 sterile 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
place 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 2	

0.022610411	0.0147601515	0.012699171	0.027375929	0.011980526	0.01125492	0.01798435	0.020285787	0.012276665	0.017082214	0.013368709	0.014980414	0.020030875	0.027087146	0.07546549	0.018014219	0.031737257	0.02240589	0.015638132	0.034497943	0.0679865	0.04452239	0.015240951	0.060494978	0.013066698	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774	0.0064936774
0.037575305	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915	0.0121825915


i 	 trust 	 the 	 people 	 at 	 go 	 sushi 	 , 	 it 	 never 	 disappoints 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
people 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 2	

0.0275367	0.05194662	0.029763598	0.018232474	0.031171404	0.052456196	0.019234791	0.020273022	0.020365804	0.04337671	0.07369513	0.016688287	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812	0.008753812
0.041435212	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731	0.012133731


straight 	 - 	 forward 	 , 	 no 	 surprises 	 , 	 very 	 decent 	 japanese 	 food 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
japanese 	 food 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 2	

0.024098745	0.012314587	0.06545348	0.017037474	0.02510887	0.029783644	0.022056708	0.0824882	0.09951494	0.023033109	0.021902433	0.028698537	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115	0.0080663115
0.054568365	0.037160754	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975	0.0116444975


best 	 spicy 	 tuna 	 roll 	 , 	 great 	 asian 	 salad 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
asian 	 salad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 2	

